ID,question,answer,category,type,points
2024,Um welchen Stern drehen sich alle acht Planeten unseres Planetensystems?,Sonne,,,
2025,Auf welchem Kontinent sind Rikschas am meisten verbreitet?,Asien,,,
2026,In welchem Land wird der Filmpreis Magritte verliehen?,Belgien,,,
2027,Welches Element im Periodensystem ist nach einer Stadt in Hessen benannt?,"Darmstadtium, Element 110",,,
2028,In welchem Jahrhundert wurde erstmals der Giro d'Italia ausgetragen?,20. Jahrhundert,,,
2029,Wie nennt man Zucker in quaderförmigen Stücken?,Würfelzucker,,,
2030,Aus welchem Land stammte der Musiker und Schauspieler Johnny Nash?,"USA, Vereinigte Staaten von Amerika",,,
2031,Alle europäischen Gesetze in der EU beschließt welcher Rat?,"Ministerrat, EU-Ministerrat",,,
2032,Hagen Stamm wurde zweimal Europameister in welchem Mannschaftssport?,Wasserball,,,
2033,Wie nennt man die zwölf Abschnitte des Jahres?,Monate,,,
2034,In welchem Bundesland liegt das Siebengebirge?,"Nordrhein-Westfalen, NRW",,,
2035,Laut Bibel schenkt Gott den Gerechten am Ende der Zeit welche himmlische Stadt?,"Jerusalem, Neues Jerusalem",,,
2036,Welcher heilige Ordensgründer war als Kirchenerneuerer nicht nur für Giotto ein beliebtes Motiv der Kunst?,"Franz von Assisi, Franziskus von Assisi",,,
2037,Gymnastikübungen mit einem Plastikreifen macht man beim Hula-...?,Hoop,,,
2038,"Den Leutnant John Dunbar in ""Der mit dem Wolf tanzt"" spielt Kevin ...?",Costner,,,
2039,"Was bedeutet die Vorsilbe ""Hyper""?",Über,,,
2040,"Sucht man bei ""Stadt-Land-Fluss"" Orte mit ""Y"", wird oft welche südschwedische Stadt genannt?",Ystad,,,
2041,"Von welchem Verb ist das Hauptwort ""Fluss"" abgeleitet?",Fließen,,,
2042,"Kinder, die Nähe suchen, hängen umgangssprachlich an ihren Eltern wie welche Pflanzen?",Kletten,,,
2043,"Die Französin Laetitia Colombani schrieb den Roman ""Das Haus der ...""?","Frauen, Das Haus der Frauen",,,
2044,"In welcher Stadt wurde Bellinis Oper ""Norma"" Weihnachten 1831 uraufgeführt?","Mailand, Milano",,,
2045,"Welches Utensil aus dem Federmäppchen nennt man auch einfach nur ""Killer""?","Tintenkiller, Tintenlöscher, Tintenlöschstift",,,
2046,Das Leineschloss befindet sich in welcher Landeshauptstadt?,Hannover,,,
2047,"Welches Jahrhundert nennt die Geschichtsschreibung auch ""das lange Jahrhundert""?",19. Jahrhundert,,,
2048,"Welche legendäre Hip-Hop-Band veröffentlichte 1994 das Album ""Ill Communication""?",Beastie Boys,,,
2049,Osteria bezeichnete ursprünglich kleine Lokale welches Landes?,Italien,,,
2050,In welchem Jahrzehnt kam der erste Django-Film ins Kino?,1960er-Jahre,,,
2051,Welche Sandra wurde von der Theaterkritik 2020 als Schauspielerin des Jahres ausgezeichnet?,"Hüller, Sandra Hüller",,,
2052,"Wie nennt man essbare, meist süße Früchte?",Obst,,,
2053,In welchem Land kam Schlagersänger Eloy de Jong zur Welt?,"Niederlande, Holland",,,
2054,Erich Köhler war der erste Präsident welches Verfassungsorgans?,Deutscher Bundestag,,,
2055,In welcher US-Sportart ist der Slowene Luka Don?i? einer der Besten?,Basketball,,,
2056,Wie lautet die Abkürzung für den Operationssaal?,OP,,,
2057,In welchem Bundesland liegt der größte Teil der Schwäbischen Alb?,Baden-Württemberg,,,
2058,Aus welcher Stadt stammt laut Lukasevangelium das Geschlecht von Jesu Ziehvater Josef?,Bethlehem,,,
2059,Wie lautet der Titel eines 1912 von Franz Marc und Kandinsky herausgegebenen Almanachs sowie ihre Künstlergruppe?,Der Blaue Reiter,,,
2060,Die Unterschrift eines Promis nennt man auch Auto-...?,"gramm, graf",,,
2061,"Den Captain Steven Hiller in ""Independence Day"" spielt Will ...?",Smith,,,
2062,"Was bedeutet die Vorsilbe ""Hypo""?","Unter, Darunter",,,
2063,"Sucht man bei ""Stadt-Land-Fluss"" Orte mit ""Y"", wird oft welche Stadt in Flandern genannt?",Ypern,,,
2064,"Von welchem Verb ist das Hauptwort ""Schloss"" abgeleitet?",Schließen,,,
2065,"Was geht jemandem redensartlich auf, wenn er etwas versteht?","Licht, ein Licht, Kronleuchter",,,
2066,"Jonathan Safran Foer schrieb den Umwelt-Bestseller ""Wir sind das ...""?",Klima,,,
2067,"Aus welcher Stadt im Nordosten Italiens stammen die ""Barkarolen"" genannten Schifferlieder?",Venedig,,,
2068,"Welchen Stift aus dem Federmäppchen nennt man auch einfach nur ""Filzer""?","Filzstift, Filz- (-schreiber, -maler); Faser- (-stift, -schreiber, -maler), Farbstift",,,
2069,"Den Fernsehturm welcher Stadt nennt der Volksmund ""Telemichel""?",Hamburg,,,
2070,In welchem Jahrhundert wurde der Gelehrte Erasmus von Rotterdam geboren?,15. Jahrhundert,,,
2071,Konfektionsware kauft man umgangssprachlich von der ...?,Stange,,,
2072,Wie nennt man ein Wasserfahrzeug aus unbearbeiteten Baumstämmen?,Floß,,,
2073,Wie viele Inseln liegen zwischen Norderney und Spiekeroog?,2,,,
2074,"Aus welcher Oper von Mozart stammt die Arie ""Zu Hilfe! Zu Hilfe!""?",Die Zauberflöte,,,
2075,"Wer was nicht will, muss laut Redewendung fühlen?",Hören,,,
2076,Wer führt die Regierungsgeschäfte in einem US-Bundesstaat?,Gouverneur(in),,,
2077,Jane Seymour war im 16. Jahrhundert ungekrönte Königin von ...?,England,,,
2078,Welche Alice schrieb einen 2020 viel besprochenen Anti-Rassismus-Bestseller?,Hasters,,,
2079,Wie nennt man den Gegenpol zum Vollmond?,Neumond,,,
2080,"Welcher Til spielte in ""Inglourious Basterds"" den Hugo Stiglitz?",Schweiger,,,
2081,"Was klingt nach einem Gartenhaus aus korrodiertem Eisen, bezeichnet aber ein schrottreifes Auto?","Rostlaube, FALSCH Schrottlaube",,,
2082,Wie wurde der weströmische Kaiser Romulus Augustus wegen seiner Jugend genannt?,"Augustulus, Kaiserchen, Momyllus (kleiner Schandfleck)",,,
2083,Welche Süßigkeit wird auf dem Jahrmarkt in Maschinen gesponnen?,Zuckerwatte,,,
2084,"Wessen Hauptwerk ist das 1867 erschienene Werk ""Das Kapital""?",Karl Marx,,,
2085,In welchem Land befindet sich die größte Wanderdüne Europas?,Frankreich,,,
2086,Welcher spanische Fußballprofi wechselte 2020 vom FC Bayern zum FC Liverpool?,"Thiago, Thiago Alcántara",,,
2087,Welches Verfassungsorgan zählte 1949 bei seiner Einrichtung 402 Personen?,Deutscher Bundestag,,,
2088,Aus welchem Land stammt Conchita Wurst?,Österreich,,,
2089,Welche Dressursport-Legende holte mit dem Pferd Ahlerich Gold in Los Angeles?,"Reiner Klimke, Doktor Reiner Klimke",,,
2090,Als ein Begründer der Renaissancebaukunst gilt der italienische Architekt Filippo ...?,"Brunelleschi, Brunellesco",,,
2091,In welchen Restaurants in Deutschland werden Glückskekse typischerweise serviert?,"Chinesischen, China-Lokale, Chinesen, asiatische Restaurants",,,
2092,Welche Zahl ist nur durch 1 teilbar?,"Eins, 1",,,
2093,"Wie nennt man eine geschlossene Nebeldecke, die deutlich vom Boden abgehoben ist?",Hochnebel,,,
2094,"Am 1. Januar wünscht man sich alljährlich: ""Prost ...!""?",Neujahr,,,
2095,Wie nennt man ein Servierbrett mit erhöhtem Rand für Speisen und Getränke?,"Tablett, Auftragebrett",,,
2096,Wie viele Inseln liegen zwischen Wangerooge und Baltrum?,2,,,
2097,"Aus welcher Oper von Mozart stammt die Ariette ""Sagt, holde Frauen""?","Die Hochzeit des Figaro, Le nozze di Figaro, Figaros Hochzeit",,,
2098,Aus Fehlern wird man sprichwörtlich ...?,klug,,,
2099,Wie nennt man die 146 einzelnen Abschnitte des Grundgesetzes?,Artikel,,,
2100,In welchem Land kam die Politikerin Rosa Luxemburg 1871 zur Welt?,"Polen, (Russisches Reich, Russland)",,,
2101,"Welcher William schrieb den historischen Roman ""Der Turm der Kathedrale""?",Golding,,,
2102,Wie nennt man den dunklen Teil der 24 Stunden?,Nacht,,,
2103,"Welcher Heiner spielte einen Generaldirektor im Film ""Traumfabrik""?",Lauterbach,,,
2104,"Was klingt nach einem Gerät für Diebe, bezeichnet aber einen mit den Händen gebildeten Steigbügel?",Räuberleiter,,,
2105,"Welcher Römer schrieb das Werk ""De oratore"" - ""Über den Redner""?",(Marcus Tullius) Cicero,,,
2106,"Welches Gebäck kauft man auf dem Rummel mit Zuckergussbotschaften wie ""Hab dich zum Fressen gern""?",Lebkuchenherzen,,,
2107,"Im Jahr 1955 verstarb welcher Physiker in Princeton, USA?",Albert Einstein,,,
2108,In welchem Land befindet sich der Urlaubsort Benidorm?,Spanien,,,
2109,Welche Golfspielerin gewann 2020 als erste Deutsche ein Major-Turnier?,Sophia Popov,,,
2110,Wie heißt das einzige direkt vom Volk der Mitgliedstaaten gewählte Organ der Europäischen Union?,Europäisches Parlament,,,
2111,In welchem Land wurde der Schauspieler Pierre Brice geboren?,Frankreich,,,
2112,"Welcher Quarterback ist der älteste Spieler, der jemals den Super Bowl gewann?",Tom Brady,,,
2113,Ein bedeutender preußischer Architekt des Barock war Georg Wenzeslaus von ...?,Knobelsdorff,,,
2114,Von welchem weiblichen Tier stammt die in Deutschland am häufigsten konsumierte Milch?,"Kuh, Milchkuh, Rind",,,
2115,Wie viele Teiler hat eine Primzahl?,Zwei,,,
2116,"Wie nennt man die rundliche Maserung einer Baumscheibe, die Aufschluss über das Alter eines Baums gibt?","Jahresring(e), Altersringe, Baumringe, Holzringe",,,
2117,Zu welcher Tierklasse gehört die Tarantel?,"Spinne(n), Spinnentiere",,,
2118,Wer erhielt am Ende der Saison 2019/20 die Torjägerkanone der 1. Fußballbundesliga?,Robert Lewandowski,,,
2119,Welcher Wochentag war bei den Römern der Tag des Merkurs?,Mittwoch,,,
2120,Die beiden nördlichsten Hauptstädte Afrikas sind Algier und ...?,Tunis,,,
2121,Im Straßenverkehr gefährlich wird besonders beim Rechtsabbiegen der sogenannte tote ...?,Winkel,,,
2122,Zwischen Spanien und welchem nordafrikanischen Land liegt die Straße von Gibraltar?,Marokko,,,
2123,Welche Kinderbuchfigur von Selma Lagerlöf hat flachsgelbes Haar?,Nils Holgersson,,,
2124,"Die Filmmusik zum Weihnachtsklassiker ""Drei Haselnüsse für Aschenbrödel"" komponierte der Tscheche Karel ...?",Svoboda,,,
2125,"Der Nominativ Plural von ""Kraut"" lautet ...?",Kräuter,,,
2126,Auf welchem Kontinent leben heute noch Waldelefanten?,Afrika,,,
2127,Welcher Dramatiker kam 1906 in Dublin zur Welt und verstarb 1989 in Paris?,Samuel Beckett,,,
2128,Der einzige bundesdeutsche Abfahrtsweltmeister der Skigeschichte ist Hansjörg ...?,Tauscher,,,
2129,"Wer im Vorteil ist, hält redensartlich alle Trümpfe in der ...?",Hand,,,
2130,Wessen Redetext zerriss Nancy Pelosi im Februar 2020 im Anschluss an dessen Ansprache?,"Donald Trump, US-Präsident",,,
2131,Wer ist der erste Jesuiten-Papst?,Franziskus,,,
2132,Das Hilum pulmonis ist eine etwa dreieckige Region welches inneren Organs?,Lunge,,,
2133,Welcher Fluss teilt das Wiener Becken in einen nördlichen und südlichen Teil?,Donau,,,
2134,"Wer schrieb das Theaterstück ""Der zerbrochne Krug""?",Heinrich von Kleist,,,
2135,"Wie übersetzt man das lateinische Hauptwort ""pax"" meistens?","Frieden, Friede",,,
2136,2020 heiratete welche deutsche Ex-Freundin von Leonardo DiCaprio den Schauspieler Alex Pettyfer?,Toni Garrn,,,
2137,"Welcher Gartenbewohner wird auch ""Stachelritter"" genannt?",Igel,,,
2138,In welchem Land fährt der Glacier Express durchs Hochgebirge?,Schweiz,,,
2139,Die erste Fußballweltmeisterschaft in zwei Ländern war 2002 in Südkorea und ...?,Japan,,,
2140,Welcher Oscar-prämierte Filmkomponist war der Vater des Elektropop-Musikers Jean-Michel Jarre?,Maurice Jarre,,,
2141,Zu welchen Tieren zählt man Heilbutt und Lachs?,"Fische, Wirbeltiere",,,
2142,Welcher Torwart der 1. Fußballbundesliga spielte in der Saison 2019/20 am häufigsten zu null?,Manuel Neuer,,,
2143,Welcher Wochentag war bei den Römern der Tag des Jupiters?,Donnerstag,,,
2144,Juba ist die Hauptstadt welches afrikanischen Landes?,Südsudan,,,
2145,"Muss man als Autofahrer an mehreren Ampeln nicht halten, spricht man von einer grünen ...?",Welle,,,
2146,Der Alpenrhein trennt die Schweiz vom Fürstentum Liechtenstein und von welchem anderen Land?,Österreich,,,
2147,Welche Kinderbuchfigur von James Krüss verkaufte sein Lachen?,Timm Thaler,,,
2148,"Zu den bekanntesten Komikern der Stummfilmzeit zählen Charlie Chaplin, Buster Keaton und Harold ...?",Lloyd,,,
2149,"Wie lautet der Nominativ Plural von ""der Kaiser""?",(die) Kaiser,,,
2150,Von welchem Kontinent stammt die Reblaus?,Amerika Nordamerika,,,
2151,Welcher Dramatiker kam 1828 in Skien zur Welt und starb im Jahr 1906 in Christiania?,Henrik Ibsen,,,
2152,"""Wenn Sie dem Pferd verfallen sind, dann sind Sie's"" ist ein Zitat des Dressurreiters Reiner ...?",Klimke,,,
2153,"Was für ein Vogel ist jemand, bei dem alles schiefläuft?","Pechvogel, Unglücksvogel, Unglücksrabe",,,
2154,Wer wurde 2017 der Nachfolger von François Hollande im Amt des französischen Staatspräsidenten?,Emmanuel Macron,,,
2155,"Welcher Papst war der einzige, der aus Polen stammte?","Johannes Paul II., Karol Wojty?a",,,
2156,Die Frauenärztin nennt man Gynäkologin und die Männerärztin ...?,"Andrologin, Androloge",,,
2157,Welcher Fluss teilt Paris in einen nördlichen und einen südlichen Teil?,Seine,,,
2158,"Wer schrieb das Theaterstück ""Warten auf Godot""?",Samuel Beckett,,,
2159,"Welchen Kleber bezeichnet der Bayer als ""Bapperl""?",Aufkleber,,,
2160,2020 startete welche Tochter von Heidi Klum mit einem Cover-Shooting ihre Modelkarriere?,Leni (Klum),,,
2161,Welcher radschlagende Vogel wird redensartlich mit Eitelkeit in Verbindung gebracht?,Pfau,,,
2162,In welchem Land fand die erste bemannte Ballonfahrt statt?,Frankreich,,,
2163,Die Männer-Nationalmannschaft welches Landes wurde 2019 Tischtennis-Europameister?,Deutschland,,,
2164,"Wer erhielt 1964 für seine Rolle in ""Lilien auf dem Felde"" den Oscar als bester Hauptdarsteller?",Sidney Poitier,,,
2165,Was ist die Quersumme von 324?,9,,,
2166,Welches zweiflügelige Organ wird beim Einatmen mit Luft gefüllt?,"Lunge, Bronchien",,,
2167,In welchem Roman von Miguel de Cervantes agieren mehr als 600 Figuren?,"Don Quijote, Don Quijote von der Mancha",,,
2168,Welcher Erfinder starb im Jahr 1468 mit fast 70 Jahren in Mainz?,Johannes Gutenberg,,,
2169,Der Elbe-Lübeck-Kanal verbindet die Elbe mit der ...?,Trave,,,
2170,Ameisen zählen zu welchen Tieren?,"Insekten, Gliederfüßer, Arthropoda, Arthropoden",,,
2171,Welcher Tritt bedeutet die Niederlegung eines Amtes?,"Rücktritt, Abtritt",,,
2172,Welcher Anthony erhielt 2021 seine sechste Oscar-Nominierung?,Anthony Hopkins,,,
2173,Was studierte Mahatma Gandhi in London?,"Jura, Rechtswissenschaften, Jurisprudenz, Juristerei",,,
2174,Welches Berliner Wahrzeichen hat ein benachbartes Bundesland im Namen?,Brandenburger Tor,,,
2175,Welcher Greifvogel ziert das Vereinswappen von Eintracht Frankfurt?,Adler,,,
2176,Welcher Roman von Truman Capote wurde mit Audrey Hepburn in der Hauptrolle verfilmt?,Frühstück bei Tiffany,,,
2177,Walther von der Vogelweide wurde in welchem Jahrhundert geboren?,12. Jahrhundert,,,
2178,In welchem Bundesland steht die berühmte Semperoper?,Sachsen,,,
2179,Das Amerikanische Mittelmeer umfasst das Karibische Meer und den Golf von ...?,Mexiko,,,
2180,"Wer war der 33. Gouverneur von Kalifornien, US-Präsident sowie Präsident der Schauspielergewerkschaft?","Ronald Reagan, Ronald Wilson Reagan",,,
2181,Das Sams erfand der Kinderbuchautor Paul ...?,Maar,,,
2182,Was entzündet in einem Otto-Motor das Treibstoff-Luft-Gemisch?,"Zündkerze, Zündkerzen",,,
2183,Was steht bei einem mathematischen Bruch unter dem Strich?,"Nenner, Teiler, Divisor",,,
2184,In welchem Land liegt das Rotweinanbaugebiet Basilikata?,Italien,,,
2185,Syntax nennt man in der Grammatik die Lehre von Bau und Gliederung des ...?,Satzes,,,
2186,Buenos Aires heißt die Hauptstadt welches Landes?,Argentinien,,,
2187,Wie heißt das höchste Gebäude in Schanghai?,"Shanghai Tower, Schanghai-Turm",,,
2188,Welcher deutsche Fußball-Weltmeister wechselte Anfang 2021 zu Schalke 04?,"Mustafi, Shkodran Mustafi",,,
2189,Welche Stadt am Bodensee war von 1414 bis 1418 Schauplatz eines bedeutenden Konzils?,Konstanz,,,
2190,Am Ende welcher Säule befindet sich das Steißbein?,"Wirbelsäule, Columna vertebralis",,,
2191,"""Die Rückkehr des Königs"" heißt der dritte Teil welches Fantasy-Klassikers?",Der Herr der Ringe,,,
2192,Welche britische Königin feierte im Jahr 1897 ihr 60. Thronjubiläum?,Viktoria,,,
2193,Der Fluss Neckar entspringt in welchem Moos?,Schwenninger Moos,,,
2194,Fadenflossen-Kardinalbarsche zählen zu welchen Tieren?,Fische,,,
2195,Welcher Meister ist der Leiter der Stadtverwaltung?,(Ober-)Bürgermeister,,,
2196,Welche Glenn erhielt 2021 ihre achte Oscar-Nominierung?,Glenn Close,,,
2197,Xanthippe war die Frau welches antiken Philosophen?,Sokrates,,,
2198,Auf drei Ecktürmen welches Berliner Gebäudes weht je eine Deutschlandflagge?,Reichstag,,,
2199,Welches Raubtier ziert das Vereinswappen von Eintracht Braunschweig?,"Löwe, Braunschweiger Löwe",,,
2200,Welcher Roman von Sven Regener wurde mit Christian Ulmen in der Titelrolle verfilmt?,Herr Lehmann,,,
2201,Der Frieden von Roskilde wurde in welchem Jahrhundert geschlossen?,17. Jahrhundert,,,
2202,"In welchem Bundesland sind Daimler, Bosch und Porsche beheimatet?",Baden-Württemberg,,,
2203,Die Fläche welches Ozeans ist größer als die Fläche aller Kontinente zusammen?,"Pazifik, Pazifischer Ozean, Stiller Ozean, Großer Ozean",,,
2204,Die Bundesgeschäftsstelle der FDP ist nach welchem früheren Außenminister benannt?,Hans-Dietrich Genscher,,,
2205,Als Gründer der Jugendherbergen gilt Richard ...?,Schirrmann,,,
2206,Welches Bauteil zur Abgasreinigung wurde 1989 für alle Neuwagen Pflicht?,"Kat(alysator), Abgaskatalysator",,,
2207,Was steht bei einem mathematischen Bruch über dem Strich?,Zähler,,,
2208,"Die ""Stroopwafel"" ist eine karamellgefüllte Spezialität aus welchem Nachbarland?","Niederlande, Holland",,,
2209,"""Hyperonym"" ist der sprachwissenschaftliche Ausdruck für welchen Begriff?","Oberbegriff, Überbegriff, übergeordneter Begriff",,,
2210,Lanzarote ist eine Insel welches Landes?,Spanien,,,
2211,"""Jauchzet, frohlocket"" heißt es im ""Weihnachtsoratorium"" von Johann Sebastian ...?","Bach, Johann Sebastian Bach",,,
2212,Der Rio Grande bildet zu großen Teilen die Grenze zwischen den USA und welchem Staat?,Mexiko,,,
2213,In welcher Hafenstadt an der Ostsee steht der größte Backsteindom der Welt?,"Danzig, Gda?sk",,,
2214,Welcher berühmte Berliner Impressionist malte ab 1910 in seiner Villa am Wannsee?,Max Liebermann,,,
2215,Welche französische Radrundfahrt ist die berühmteste?,"Tour de France, Le Tour",,,
2216,Wie viele Wasserstoffatome stecken in einem Wassermolekül?,2,,,
2217,"Welcher Android dient als Commander unter Captain Picard auf der ""Enterprise""?","Data, Commander Data",,,
2218,"""Versuch über den menschlichen Verstand"" heißt das Hauptwerk des englischen Philosophen John ...?",Locke,,,
2219,"In welchem Theaterstück von Lessing tauchen Daja, Recha und Nathan auf?",Nathan der Weise,,,
2220,Welches Land Amerikas hat das zweitgrößte Staatsgebiet?,"USA , (Vereinigte Staaten von) Amerika",,,
2221,Welcher ist der größte Rabenvogel?,"Kolkrabe, Corvus Corax",,,
